Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,,Ensemble 2P,,,,,,,,,,,,,,33,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,,Ensemble 3P,,,,,,,,,,,,,,32,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,38,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,2. 1 an et plus,,55,63,91,98,113,82,504,550,640,857,1000,727,89,107,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,,,76,88,95,103,112,93,575,700,830,962,1050,824,88,174,2292,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,,Ensemble 4P+,80,89,95,95,105,92,704,780,889,1050,1050,904,98,94,1133,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,,Ensemble 1P,,,,,,,,,,,,,,4,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,,Ensemble 2P,,,,,,,,,,,,,,30,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,,Ensemble 3P,,,,,,,,,,,,,,46,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,46,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,4. Entre 1991-2005,2. 1 an et plus,,76,88,95,95,105,92,593,733,885,1050,1050,859,94,128,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,,,81,83,96,107,113,93,499,650,790,900,950,777,83,408,2108,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,,Ensemble 4P+,79,82,90,99,112,89,790,826,900,935,1071,893,100,120,973,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,,Ensemble 1P,,,,,,,,,,,,,,39,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,,Ensemble 2P,96,100,105,110,123,104,428,495,525,550,650,524,50,127,410,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,,Ensemble 3P,87,97,108,113,122,104,523,615,662,700,752,653,63,122,642,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,1. Moins de 1 an,,94,106,113,113,120,106,478,695,826,900,970,786,74,131,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,5. Après 2005,2. 1 an et plus,,81,82,93,100,109,89,506,650,790,900,950,774,86,277,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,,,71,81,91,99,108,88,575,700,824,900,1050,817,93,370,5510,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,,Maison 1-3P,67,76,99,106,124,89,504,540,600,684,790,619,69,109,1802,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,,Maison 4P+,72,82,90,95,105,87,700,780,881,950,1050,874,100,261,3708,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,1. Moins de 1 an,,71,87,103,113,124,95,550,617,780,900,950,776,81,116,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,45,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,1. Moins de 1 an,Maison 4P+,75,90,103,113,113,96,750,830,900,906,990,889,92,71,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,2. 1 an et plus,,69,81,90,95,103,86,575,709,824,930,1050,828,97,254,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,2. 1 an et plus,Maison 1-3P,63,76,85,105,113,86,490,525,575,669,790,595,69,64,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,,2. 1 an et plus,Maison 4P+,71,81,90,95,100,86,700,780,881,950,1050,872,102,190,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,1. Avant 1946,,,58,70,78,93,103,78,550,600,680,813,919,710,92,86,1070,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,1. Avant 1946,,Maison 1-3P,,,,,,,,,,,,,,47,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,1. Avant 1946,,Maison 4P+,,,,,,,,,,,,,,39,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,37,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,1. Avant 1946,2. 1 an et plus,,,,,,,,,,,,,,,49,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,2. Entre 1946-1970,,,,,,,,,,,,,,,,24,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,6,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,2. Entre 1946-1970,,Maison 4P+,,,,,,,,,,,,,,18,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,8,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,16,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,3. Entre 1971-1990,,,51,63,91,111,124,81,550,595,690,881,1000,753,92,66,1170,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,17,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,3. Entre 1971-1990,,Maison 4P+,,,,,,,,,,,,,,49,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,12,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,3. Entre 1971-1990,2. 1 an et plus,,46,55,85,103,113,77,504,550,790,910,1000,767,99,54,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,4. Entre 1991-2005,,,76,88,95,95,105,92,700,750,880,1050,1050,869,95,97,1364,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,18,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,4. Entre 1991-2005,,Maison 4P+,80,89,95,95,104,92,704,780,889,1050,1050,903,98,79,980,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,25,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,4. Entre 1991-2005,2. 1 an et plus,,76,88,95,95,103,91,700,750,889,1050,1050,887,97,72,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,5. Après 2005,,,81,82,92,103,113,92,658,790,900,900,1025,868,95,97,1117,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,21,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,5. Après 2005,,Maison 4P+,81,82,90,97,113,91,790,826,900,933,1038,893,98,76,848,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,5. Après 2005,1. Moins de 1 an,,,,,,,,,,,,,,,34,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Maison,5. Après 2005,2. 1 an et plus,,81,82,84,96,105,89,650,790,881,900,950,853,96,63,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,,,74,84,96,112,127,93,410,482,565,675,780,592,64,666,4440,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,,Appart 1P,78,90,130,136,143,118,270,331,390,450,570,396,34,66,350,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,,Appart 2P,84,92,100,112,128,102,400,435,490,520,620,493,48,245,1614,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,,Appart 3P,71,83,90,112,113,92,500,555,650,700,730,630,69,240,1729,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,,Appart 4P+,60,73,82,92,107,81,560,650,760,915,1200,810,100,115,748,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,1. Moins de 1 an,,78,84,101,113,132,99,400,480,591,700,746,590,59,222,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,1. Moins de 1 an,Appart 1P,,,,,,,,,,,,,,26,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,1. Moins de 1 an,Appart 2P,82,89,100,128,157,107,370,410,480,500,550,473,44,72,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,1. Moins de 1 an,Appart 3P,76,84,104,112,113,97,505,591,670,720,763,652,67,87,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,1. Moins de 1 an,Appart 4P+,,,,,,,,,,,,,,37,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,2. 1 an et plus,,71,83,93,104,123,89,415,485,550,666,800,593,66,444,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,2. 1 an et plus,Appart 1P,,,,,,,,,,,,,,40,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,2. 1 an et plus,Appart 2P,86,92,99,104,124,99,405,468,497,550,640,504,51,173,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,2. 1 an et plus,Appart 3P,69,81,90,101,114,87,500,540,632,675,708,610,70,153,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,,2. 1 an et plus,Appart 4P+,57,62,81,92,107,79,560,644,768,910,1200,799,101,78,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,,,76,82,90,100,130,91,390,450,512,650,675,535,59,153,1112,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,,Appart 1P,,,,,,,,,,,,,,19,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,,Appart 2P,82,88,100,104,125,100,370,410,480,512,582,477,48,60,395,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,,Appart 3P,71,81,84,90,97,85,500,540,650,675,740,625,74,60,402,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,,Appart 4P+,,,,,,,,,,,,,,14,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,1. Moins de 1 an,,76,82,89,112,143,93,390,430,520,670,740,556,60,64,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,1. Avant 1946,2. 1 an et plus,,71,82,90,100,124,90,405,450,500,620,675,521,58,89,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,,,,,,,,,,,,,,,,46,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,,Appart 1P,,,,,,,,,,,,,,3,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,,Appart 2P,,,,,,,,,,,,,,8,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,,Appart 3P,,,,,,,,,,,,,,23,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,,Appart 4P+,,,,,,,,,,,,,,12,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,14,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,32,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,,,77,89,96,109,122,95,470,490,601,730,859,641,67,79,684,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,,Appart 1P,,,,,,,,,,,,,,1,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,,Appart 2P,,,,,,,,,,,,,,31,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,,Appart 3P,,,,,,,,,,,,,,17,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,,Appart 4P+,,,,,,,,,,,,,,30,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,26,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,3. Entre 1971-1990,2. 1 an et plus,,62,85,92,98,107,90,490,512,621,750,1200,680,76,53,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,,,81,99,112,116,128,104,450,487,591,696,763,619,60,77,927,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,,Appart 1P,,,,,,,,,,,,,,4,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,,Appart 2P,,,,,,,,,,,,,,22,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,,Appart 3P,,,,,,,,,,,,,,36,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,,Appart 4P+,,,,,,,,,,,,,,15,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,21,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,4. Entre 1991-2005,2. 1 an et plus,,76,85,106,110,142,99,390,479,620,719,914,629,64,56,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,,,82,96,103,113,123,96,417,497,637,700,830,628,65,311,991,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,,Appart 1P,,,,,,,,,,,,,,39,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,,Appart 2P,96,96,100,114,124,104,420,475,497,565,650,521,50,124,375,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,,Appart 3P,85,98,111,113,122,104,517,593,655,700,708,639,62,104,414,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,,Appart 4P+,,,,,,,,,,,,,,44,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,1. Moins de 1 an,,94,104,113,114,123,107,408,509,695,700,788,639,60,97,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,Appartement,5. Après 2005,2. 1 an et plus,,77,94,100,109,124,92,425,497,622,711,830,623,68,214,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,,85,97,111,130,160,107,407,479,573,710,913,625,58,32586,164123,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Maison 1-3P,73,84,96,104,114,93,700,840,910,1024,1201,948,102,1043,18945,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Maison 4P+,124,135,157,187,214,157,330,370,415,460,514,419,27,5365,25147,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Appart 1P,99,109,119,132,151,120,425,465,502,550,620,517,43,13260,54187,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Appart 2P,85,94,103,111,123,102,538,592,640,700,795,654,64,10447,42930,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Appart 3P,66,84,95,106,125,94,597,690,801,956,1161,852,90,2471,16489,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Appart 4P+,123,135,157,186,214,157,330,370,415,461,520,419,27,5373,25399,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Ensemble 1P,98,109,119,132,151,120,426,467,505,553,625,518,43,13347,55373,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Ensemble 2P,84,94,102,111,123,102,537,595,643,700,800,658,65,10839,47917,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,,Ensemble 3P,71,84,95,105,118,94,640,743,880,1000,1200,903,96,3514,35434,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,1. Moins de 1 an,,92,103,116,140,177,115,412,482,570,709,900,626,55,9588,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,1. Moins de 1 an,Appart 4P+,127,141,168,194,220,166,334,380,430,497,539,436,26,1879,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,1. Moins de 1 an,Ensemble 1P,104,112,122,137,158,125,439,474,510,569,660,532,43,4048,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,1. Moins de 1 an,Ensemble 2P,88,96,104,113,126,105,562,606,653,710,819,672,64,3023,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,1. Moins de 1 an,Ensemble 3P,83,92,100,110,120,100,710,794,900,1010,1315,960,96,778,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,2. 1 an et plus,,81,94,108,127,151,104,405,475,576,710,925,625,60,22998,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,,2. 1 an et plus,Appart 4P+,,,,,,,,,,,,,,3494,,
B3100,2022,Agglomération de Toulouse,,,,2. 1 an et plus,Ensemble 1P,,,,,,,,,,,,,,9299,,
B3100,2022,Agglomération de Toulouse,,,,2. 1 an et plus,Ensemble 2P,,,,,,,,,,,,,,7816,,
B3100,2022,Agglomération de Toulouse,,,,2. 1 an et plus,Ensemble 3P,,,,,,,,,,,,,,2736,,
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,,,85,106,129,161,193,117,377,444,537,724,1040,632,54,2738,15541,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,,Appart 4P+,130,154,177,200,233,171,330,377,430,480,535,435,25,821,3706,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,,Ensemble 1P,96,108,128,149,169,125,424,463,520,620,700,547,44,1097,5210,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,,Ensemble 2P,75,88,108,127,146,106,500,570,678,820,965,710,67,607,3323,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,,Ensemble 3P,60,81,101,120,139,96,613,829,1050,1200,1488,1037,108,295,3302,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,1. Moins de 1 an,,100,119,147,179,209,135,413,463,539,700,935,621,46,892,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,1. Avant 1946,2. 1 an et plus,,75,99,120,149,178,110,360,437,537,750,1075,638,58,1846,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,,,78,89,103,123,143,101,440,510,620,741,919,656,65,2829,24278,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,,Appart 4P+,122,138,158,186,228,159,337,380,424,470,490,423,27,396,3873,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,,Ensemble 1P,87,102,120,130,151,116,414,465,510,570,620,516,44,780,6361,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,,Ensemble 2P,79,88,99,113,125,99,512,573,630,705,795,643,65,1065,7114,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,,Ensemble 3P,67,81,93,107,123,93,564,650,750,930,1100,815,88,636,6930,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,1. Moins de 1 an,,84,99,113,132,165,110,455,542,650,760,930,680,62,732,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,2. Entre 1946-1970,2. 1 an et plus,,74,86,99,118,136,98,432,505,606,727,905,647,66,2097,,Estimation directe
B3100,2022,Agglomération de Toulouse,,,3. Entre 1971-1990,,,82,98,116,144,175,109,390,450,540,688,904,606,56,4377,38054,Estimation directe
B3100,2022,Agglomération de Toulouse,,,3. Entre 1971-1990,,Appart 4P+,124,136,155,180,208,155,349,380,418,466,507,424,27,1520,8141,Estimation directe
B3100,2022,Agglomération de Toulouse,,,3. Entre 1971-1990,,Ensemble 1P,97,107,121,139,157,121,420,470,520,575,633,526,43,1630,11843,Estimation directe
